FULL,Year,PG,ID,ID2,CAT_ORG,CAT_MOD,FULL.1,Position,Nation,Name,Addy_Clean,Address,Nationality - Katherine Vote,Nationality - Zehra Vote,Nationality - Jessica,Nationality Final,api_result1,api_result2,nationality_api,nationality_ipums,Origin_api,Gender - Katherine Vote,Gender - Zehra Vote,Gender - Jessica,Gender - Final,Gender_api,gender_combined,gender_final,Notes,Arrival / I Record,CORNER,Address2,ST combi,ST Name,ST Name 2,ST Name 3,ST Name 4,ST Name 5,ST Name 6,Last,First,probability1,probability12,if error,if>40,final_api,final_ancestry,country_match,region_match,Final Result,,,
"Robons Nicholas, 11 Madison",1898_TrowBusMan,961,1580,1898_TrowBusMan_1580,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Robons Nicholas, 11 Madison",17,,Robons Nicholas ,11 Madison  ,11 Madison,English,,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,11,Madison  ,Madison,,,,,,Sargent,Herbert,0.458854173,0.590762907,,0.655392825,English,English,,,British,,,
"Russell Louis H. 242, 4th av",1898_TrowBusMan,961,1621,1898_TrowBusMan_1621,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Russell Louis H. 242, 4th av",17,,Russell Louis H ,242 4th av ,"242, 4th av",English,,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,242,4th av ,4th,av,,,,,Scott,Lewis,0.887957837,0.988317301,,0.507398555,English,English,,,British,,,
"Sargent Herbert, 108 Cherry",1898_TrowBusMan,961,1637,1898_TrowBusMan_1637,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Sargent Herbert, 108 Cherry",17,,Sargent Herbert ,108 Cherry  ,108 Cherry,English,,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,108,Cherry  ,Cherry,,,,,,Seward,James,0.476142685,0.725450196,,0.508232248,English,English,,,British,,,
Scott Lewis H. 120 University pl,1898_TrowBusMan,962,1704,1898_TrowBusMan_1704,Restaurants (Marked thus + are oyster saloons.),Restaurant,Scott Lewis H. 120 University pl,15,,Scott Lewis H ,120 University pl ,120 University pl,English,,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,120,University pl ,University,pl,,,,,Silver,Henry,0.471235675,0.823259403,,0.586313642,English,English,,,British,,,
"Seward James H. 594, 3d av",1898_TrowBusMan,962,1713,1898_TrowBusMan_1713,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Seward James H. 594, 3d av",16,,Seward James H ,594 3rd av ,"594, 3d av",English,,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,594,3rd av ,3rd,av,,,,,Smith,Charles,0.720948104,0.887596332,,0.643703198,English,English,,,British,,,
"Silver Henry, 71 Division",1898_TrowBusMan,962,1737,1898_TrowBusMan_1737,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Silver Henry, 71 Division",14,,Silver Henry ,71 Division  ,71 Division,English,,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,71,Division  ,Division,,,,,,Smith,Elizabeth,0.750553096,0.833192385,,0.486131046,English,English,,,British,,,
"Smith Charles, 52, 3d av",1898_TrowBusMan,962,1750,1898_TrowBusMan_1750,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Smith Charles, 52, 3d av",15,,Smith Charles ,52 3rd av ,"52, 3d av",,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,52,3rd av ,3rd,av,,,,,Smith,Frederick,0.6022035,0.860999172,,0.492790029,English,English,,,British,,,
"Smith Elizabeth, 33 Bayard",1898_TrowBusMan,962,1751,1898_TrowBusMan_1751,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Smith Elizabeth, 33 Bayard",17,,Smith Elizabeth ,33 Bayard  ,33 Bayard,,,English,English,English,Irish,English,English,Northern Europe,f,,f,f,f,f,f,,,N,33,Bayard  ,Bayard,,,,,,Smith,Frederick,0.6022035,0.860999172,,0.508095255,English,English,,,British,,,
"Smlth Frederick. 112, 9th av",1898_TrowBusMan,962,1752,1898_TrowBusMan_1752,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Smlth Frederick. 112, 9th av",17,,Smith Frederick,112 9th av ,"112, 9th av",,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,112,9th av ,9th,av,,,,,Smith,George,0.849581284,0.857561836,,0.641250329,English,English,,,British,,,
"Smith Frederick, 989 Columbus av",1898_TrowBusMan,962,1753,1898_TrowBusMan_1753,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Smith Frederick, 989 Columbus av",17,,Smith Frederick ,989 Columbus av ,989 Columbus av,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,989,Columbus av ,Columbus,av,,,,,Smith,Henry,0.710689684,0.782990775,,0.510239772,English,English,,,British,,,
Smith George. Riverside av c W 124th,1898_TrowBusMan,962,1754,1898_TrowBusMan_1754,Restaurants (Marked thus + are oyster saloons.),Restaurant,Smith George. Riverside av c W 124th,31,,Smith George Riverside av c W ,124th   ,124th,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,Y,124th,  ,,,,,,,Smith,Jacob,0.856118807,0.935197691,,0.494879704,English,English,,,British,,,
Smith Henry G. 76 Fulton,1898_TrowBusMan,962,1755,1898_TrowBusMan_1755,Restaurants (Marked thus + are oyster saloons.),Restaurant,Smith Henry G. 76 Fulton,15,,Smith Henry G ,76 Fulton  ,76 Fulton,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,76,Fulton  ,Fulton,,,,,,Smith,John,0.646892603,0.855024763,,0.568191568,English,English,,,British,,,
"Smith Jacob, 273. 9th av",1898_TrowBusMan,962,1756,1898_TrowBusMan_1756,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Smith Jacob, 273. 9th av",13,,Smith Jacob ,273 9th av ,273. 9th av,,,English,English,English,Liberian,English,English,Northern Europe,m,,m,m,m,m,m,,,N,273,9th av ,9th,av,,,,,Smith,Lucy,0.873477029,0.895421698,,0.50247315,English,English,,,British,,,
Smith John T. 1389 Bway,1898_TrowBusMan,962,1757,1898_TrowBusMan_1757,Restaurants (Marked thus + are oyster saloons.),Restaurant,Smith John T. 1389 Bway,14,,Smith John T ,1389 Broadway,1389 Bway,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,1389,Broadway,Bway,,,,,,Smith,Margaret,0.694967994,0.936667609,,0.452840353,English,English,,,British,,,
Smith Lucy A. 319 W 41st,1898_TrowBusMan,962,1758,1898_TrowBusMan_1758,Restaurants (Marked thus + are oyster saloons.),Restaurant,Smith Lucy A. 319 W 41st,14,,Smith Lucy A ,319 W 41st ,319 W 41st,,,English,English,English,Liberian,English,English,Northern Europe,f,,f,f,f,f,f,,,N,319,W 41st ,W,41st,,,,,Smith,Mary,0.608439835,0.800490615,,0.690325681,English,English,,,British,,,
Smith Margaret A. 766 Tremont av,1898_TrowBusMan,962,1759,1898_TrowBusMan_1759,Restaurants (Marked thus + are oyster saloons.),Restaurant,Smith Margaret A. 766 Tremont av,18,,Smith Margaret A ,766 Tremont av ,766 Tremont av,,,English,English,English,Irish,English,English,Northern Europe,f,,f,f,f,f,f,,,N,766,Tremont av ,Tremont,av,,,,,Smith,Sarah,0.783357401,0.807668078,,0.522606467,English,English,,,British,,,
"Smith Mary, 301 E 64th",1898_TrowBusMan,962,1760,1898_TrowBusMan_1760,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Smith Mary, 301 E 64th",12,,Smith Mary ,301 E 64th ,301 E 64th,,,English,English,English,Irish,English,English,Northern Europe,f,,f,f,f,f,f,,,N,301,E 64th ,E,64th,,,,,Smith,Thomas,0.682969166,0.887345721,,0.485601834,English,English,,,British,,,
Smith Sarah. 195 Gwich,1898_TrowBusMan,962,1761,1898_TrowBusMan_1761,Restaurants (Marked thus + are oyster saloons.),Restaurant,Smith Sarah. 195 Gwich,13,,Smith Sarah ,195 Greenwich,195 Gwich,,,English,English,English,Liberian,English,English,Northern Europe,f,,f,f,f,f,f,,,N,195,Greenwich,Gwich,,,,,,Smith,William,0.703536259,0.89280277,,0.506923622,English,English,,,British,,,
"Smith Thomas, 33 Park row",1898_TrowBusMan,962,1762,1898_TrowBusMan_1762,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Smith Thomas, 33 Park row",14,,Smith Thomas ,33 Park row ,33 Park row,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,33,Park row ,Park,row,,,,,Smith,William,0.703536259,0.89280277,,0.434976851,English,English,,,British,,,
+Smith William. 354 E 83d,1898_TrowBusMan,962,1763,1898_TrowBusMan_1763,Restaurants (Marked thus + are oyster saloons.),Oyster Saloon,+Smith William. 354 E 83d,16,,Smith William,354 E 83rd ,354 E 83d,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,354,E 83rd ,E,83rd,,,,,Smith,William,0.703536259,0.89280277,,0.671723007,English,English,,,British,,,
+Smith William H. 16 Rector,1898_TrowBusMan,962,1764,1898_TrowBusMan_1764,Restaurants (Marked thus + are oyster saloons.),Oyster Saloon,+Smith William H. 16 Rector,18,,Smith William H,16 Rector  ,16 Rector,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,16,Rector  ,Rector,,,,,,Spence,D,0.578480835,0.894363689,,0.632109486,English,English,,,British,,,
Smith William H. 204 W 37th,1898_TrowBusMan,962,1765,1898_TrowBusMan_1765,Restaurants (Marked thus + are oyster saloons.),Restaurant,Smith William H. 204 W 37th,17,,Smith William H ,204 W 37th ,204 W 37th,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,204,W 37th ,W,37th,,,,,Spencer,Charles,0.494949383,0.867442341,,0.632109486,English,English,,,British,,,
"Spence D. 949, 3d av",1898_TrowBusMan,962,1779,1898_TrowBusMan_1779,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Spence D. 949, 3d av",10,,Spence D ,949 3rd av ,"949, 3d av",,,English,English,English,Irish,English,English,Northern Europe,,,,,m,undecided,undecided,,,N,949,3rd av ,3rd,av,,,,,Stanley,George,0.442802572,0.90388097,,0.491940945,English,English,,,British,,,
Spencer Charles E. Produce Ex,1898_TrowBusMan,962,1780,1898_TrowBusMan_1780,Restaurants (Marked thus + are oyster saloons.),Restaurant,Spencer Charles E. Produce Ex,29,,Spencer Charles E Produce Ex,   ,,,,,,English,Irish,undecided,undecided,Northern Europe,m,,m,m,m,m,m,,,Y,,  ,,,,,,,Stocks,William,0.471591929,0.829321693,,0.422430051,English,0,,,British,,,
"Stanley George, 348 E 92d",1898_TrowBusMan,962,1793,1898_TrowBusMan_1793,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Stanley George, 348 E 92d",16,,Stanley George ,348 E 92nd ,348 E 92d,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,348,E 92nd ,E,92nd,,,,,Street,Albert,0.507829991,0.518295699,,0.553206784,English,English,,,British,,,
Stocks William E. 42 Whitehall,1898_TrowBusMan,962,1818,1898_TrowBusMan_1818,Restaurants (Marked thus + are oyster saloons.),Restaurant,Stocks William E. 42 Whitehall,18,,Stocks William E ,42 Whitehall  ,42 Whitehall,,,English,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,42,Whitehall  ,Whitehall,,,,,,Swallow,Jane,0.608089772,0.935521908,,0.505756673,English,English,,,British,,,
"Street Albert, E 189th c 3d av",1898_TrowBusMan,962,1823,1898_TrowBusMan_1823,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Street Albert, E 189th c 3d av",17,,Street Albert E ,189th c 3rd av,189th c 3d av,,,English,English,English,Belgium,English,English,Northern Europe,m,,m,m,m,m,m,,,Y,189th,c 3rd av,c,3rd,av,,,,Taylor,Edgar,0.581880543,0.715102454,,0.494269262,English,English,,,British,,,
"Swallow Jane, 527, 1st av",1898_TrowBusMan,962,1841,1898_TrowBusMan_1841,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Swallow Jane, 527, 1st av",14,,Swallow Jane ,527 1st av ,"527, 1st av",,,English,English,English,Irish,English,English,Northern Europe,f,,f,f,f,f,f,,,N,527,1st av ,1st,av,,,,,Taylor,George,0.727674063,0.769407485,,0.506586082,English,English,,,British,,,
"Taylor Edgar, 169 W 29th",1898_TrowBusMan,962,1848,1898_TrowBusMan_1848,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Taylor Edgar, 169 W 29th",14,,Taylor Edgar ,169 W 29th ,169 W 29th,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,169,W 29th ,W,29th,,,,,Thomas,Rose,0.643151161,0.657527399,,0.483994029,English,English,,,British,,,
Taylor George W. 505 E Houston,1898_TrowBusMan,962,1849,1898_TrowBusMan_1849,Restaurants (Marked thus + are oyster saloons.),Restaurant,Taylor George W. 505 E Houston,17,,Taylor George W ,505 E Houston ,505 E Houston,,English,,English,English,Liberian,English,English,Northern Europe,m,,m,m,m,m,m,,,N,505,E Houston ,E,Houston,,,,,Thorpe,John,0.473597346,0.887303312,,0.441575922,English,English,,,British,,,
Thomas Rose. 166 W 32d,1898_TrowBusMan,963,1858,1898_TrowBusMan_1858,Restaurants (Marked thus + are oyster saloons.),Restaurant,Thomas Rose. 166 W 32d,13,,Thomas Rose ,166 W 32nd ,166 W 32d,,English,,English,English,Liberian,English,English,Northern Europe,f,,f,f,f,f,f,,,N,166,W 32nd ,W,32nd,,,,,Tuck,William,0.403901544,0.86525062,,0.498763227,English,English,,,British,,,
Thorpe John B. 1281 Bway,1898_TrowBusMan,963,1860,1898_TrowBusMan_1860,Restaurants (Marked thus + are oyster saloons.),Restaurant,Thorpe John B. 1281 Bway,15,,Thorpe John B ,1281 Broadway,1281 Bway,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,1281,Broadway,Bway,,,,,,Tupper,Warren,0.767739832,0.892058506,,0.460481192,English,English,,,British,,,
"+Tuck William H. 207, 1st av",1898_TrowBusMan,963,1885,1898_TrowBusMan_1885,Restaurants (Marked thus + are oyster saloons.),Oyster Saloon,"+Tuck William H. 207, 1st av",17,,Tuck William H ,207 1st av ,"207, 1st av",,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,207,1st av ,1st,av,,,,,Tyler,Adrian,0.761893195,0.771441143,,0.458158157,English,English,,,British,,,
"Tupper Warren F, H. 732 Bway",1898_TrowBusMan,963,1889,1898_TrowBusMan_1889,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Tupper Warren F, H. 732 Bway",20,,Tupper Warren F H ,732 Broadway,732 Bway,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,732,Broadway,Bway,,,,,,Tyler,Rodney,0.853824594,0.949504427,,0.501757804,English,English,,,British,,,
Tyler Adrian J. 199 Chambers,1898_TrowBusMan,963,1892,1898_TrowBusMan_1892,Restaurants (Marked thus + are oyster saloons.),Restaurant,Tyler Adrian J. 199 Chambers,16,,Tyler Adrian J ,199 Chambers  ,199 Chambers,,English,,English,English,Swiss,English,English,Northern Europe,m,,m,m,m,m,m,,,N,199,Chambers  ,Chambers,,,,,,Washington,George,0.4988914,0.76468513,,0.61982743,English,English,,,British,,,
"Tyler Rodney, 904, 6th av",1898_TrowBusMan,963,1893,1898_TrowBusMan_1893,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Tyler Rodney, 904, 6th av",14,,Tyler Rodney ,904 6th av ,"904, 6th av",,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,904,6th av ,6th,av,,,,,Webster,Marie,0.559862107,0.577755017,,0.501757804,English,English,,,British,,,
Washington George H. 66 Spring,1898_TrowBusMan,963,1946,1898_TrowBusMan_1946,Restaurants (Marked thus + are oyster saloons.),Restaurant,Washington George H. 66 Spring,21,,Washington George H ,66 Spring  ,66 Spring,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,66,Spring  ,Spring,,,,,,Wendling,George,0.494950665,0.562188518,,0.61982743,English,English,,,British,,,
Webster Marie A. 21 University pl,1898_TrowBusMan,963,1955,1898_TrowBusMan_1955,Restaurants (Marked thus + are oyster saloons.),Restaurant,Webster Marie A. 21 University pl,17,,Webster Marie A ,21 University pl ,21 University pl,,English,,English,English,Irish,English,English,Northern Europe,f,,f,f,f,f,f,,,N,21,University pl ,University,pl,,,,,Wetmore,James,0.435149434,0.717793468,,0.715278855,English,English,,,British,,,
"Wendling George, 1665 Av A",1898_TrowBusMan,963,1972,1898_TrowBusMan_1972,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Wendling George, 1665 Av A",17,,Wendling George ,1665 Av A ,1665 Av A,,English,,English,English,German,English,English,Northern Europe,m,,m,m,m,m,m,,,N,1665,Av A ,Av,A,,,,,White,Francesco,0.507267237,0.561240539,,0.466011511,English,English,,,British,,,
"Wetmore James, 3462, 3d av",1898_TrowBusMan,963,1982,1898_TrowBusMan_1982,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Wetmore James, 3462, 3d av",15,,Wetmore James ,3462 3rd av ,"3462, 3d av",,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,3462,3rd av ,3rd,av,,,,,White,G,0.719092845,0.936557161,,0.652665653,English,English,,,British,,,
"White Francesco, 18 Varick pl",1898_TrowBusMan,963,1987,1898_TrowBusMan_1987,Restaurants (Marked thus + are oyster saloons.),Restaurant,"White Francesco, 18 Varick pl",17,,White Francesco ,18 Varick pl ,18 Varick pl,,English,,English,English,Italian,English,English,Northern Europe,m,,m,m,m,m,m,,,N,18,Varick pl ,Varick,pl,,,,,White,George,0.651239479,0.988317301,,0.757000929,English,English,,,British,,,
White G. 118 W 31st,1898_TrowBusMan,963,1988,1898_TrowBusMan_1988,Restaurants (Marked thus + are oyster saloons.),Restaurant,White G. 118 W 31st,9,,White G ,118 W 31st ,118 W 31st,,English,,English,English,Irish,English,English,Northern Europe,,,,,m,undecided,undecided,,,N,118,W 31st ,W,31st,,,,,White,Jerald,0.580869308,0.97374598,,0.497974978,English,English,,,British,,,
White George W. 349 Canal,1898_TrowBusMan,963,1989,1898_TrowBusMan_1989,Restaurants (Marked thus + are oyster saloons.),Restaurant,White George W. 349 Canal,16,,White George W ,349 Canal  ,349 Canal,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,349,Canal  ,Canal,,,,,,White,Marion,0.652215751,0.958826887,,0.418963921,English,English,,,British,,,
White Jerald N. 116 Maiden la,1898_TrowBusMan,963,1990,1898_TrowBusMan_1990,Restaurants (Marked thus + are oyster saloons.),Restaurant,White Jerald N. 116 Maiden la,16,,White Jerald N ,116 Maiden ln ,116 Maiden la,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,116,Maiden ln ,Maiden,la,,,,,White,Park,0.681341757,0.959058734,,0.42717468,English,English,,,British,,,
"White Marion, 146 E 129th",1898_TrowBusMan,963,1991,1898_TrowBusMan_1991,Restaurants (Marked thus + are oyster saloons.),Restaurant,"White Marion, 146 E 129th",14,,White Marion ,146 E 129th ,146 E 129th,,English,,English,English,Irish,English,English,Northern Europe,f,,f,f,f,f,f,,,N,146,E 129th ,E,129th,,,,,White,Thomas,0.451226532,0.956276566,,0.504469343,English,English,,,British,,,
White Park J. 1162 Bway,1898_TrowBusMan,963,1992,1898_TrowBusMan_1992,Restaurants (Marked thus + are oyster saloons.),Restaurant,White Park J. 1162 Bway,14,,White Park J ,1162 Broadway,1162 Bway,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,1162,Broadway,Bway,,,,,,Whittaker,Charles,0.499451635,0.950828154,,0.495063444,English,English,,,British,,,
#NAME?,1898_TrowBusMan,963,1993,1898_TrowBusMan_1993,Restaurants (Marked thus + are oyster saloons.),Oyster Saloon,#NAME?,41,,White Thomas White Plains rd Wakefield,   ,,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,Y,,  ,,,,,,,Williams,George,0.740916361,0.797917757,,0.508316141,English,English,,,British,,,
"Whittaker Charles, 240 W 23d",1898_TrowBusMan,963,1995,1898_TrowBusMan_1995,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Whittaker Charles, 240 W 23d",19,,Whittaker Charles ,240 W 23rd ,240 W 23d,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,240,W 23rd ,W,23rd,,,,,Williams,Nathaniel,0.572038855,0.732325391,,0.467338467,English,English,,,British,,,
"Williams George, 340 W 41st",1898_TrowBusMan,964,2006,1898_TrowBusMan_2006,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Williams George, 340 W 41st",17,,Williams George ,340 W 41st ,340 W 41st,,English,,English,English,Liberian,English,English,Northern Europe,m,,m,m,m,m,m,,,N,340,W 41st ,W,41st,,,,,Wilson,John,0.459461775,0.787105541,,0.469426796,English,English,,,British,,,
Williams Nathaniel P. 152 South,1898_TrowBusMan,964,2007,1898_TrowBusMan_2007,Restaurants (Marked thus + are oyster saloons.),Restaurant,Williams Nathaniel P. 152 South,22,,Williams Nathaniel P ,152 South  ,152 South,,English,,English,English,Liberian,English,English,Northern Europe,m,,m,m,m,m,m,,,N,152,South  ,South,,,,,,Wilson,John,0.459461775,0.787105541,,0.497041506,English,English,,,British,,,
Wilson John. 120 Cedar,1898_TrowBusMan,964,2013,1898_TrowBusMan_2013,Restaurants (Marked thus + are oyster saloons.),Restaurant,Wilson John. 120 Cedar,13,,Wilson John ,120 Cedar  ,120 Cedar,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,m,m,,,N,120,Cedar  ,Cedar,,,,,,Wilson,Louis,0.694566635,0.827341566,,0.57697572,English,English,,,British,,,
Wilson John J. 238 E 96th,1898_TrowBusMan,964,2014,1898_TrowBusMan_2014,Restaurants (Marked thus + are oyster saloons.),Restaurant,Wilson John J. 238 E 96th,15,,Wilson John J ,238 E 96th ,238 E 96th,,English,,English,English,Irish,English,English,Northern Europe,m,,m,m,m,undecided,m,,,N,238,E 96th ,E,96th,,,,,Wilson,Thomas,0.489515808,0.58167501,,0.528997825,English,English,,,British,,,
